ID,Name,Score
23099,Name7974,10.54
23100,Name2942,96.02
23101,Name875,24.74
23102,Name4903,12.56
23103,Name8231,98.96
23104,Name2489,15.03
23105,Name6360,33.77
23106,Name5968,22.01
23107,Name2288,0.33
23108,Name1790,97.52
23109,Name9956,55.07
23110,Name3677,73.59
23111,Name1934,79.53
23112,Name8354,67.89
23113,Name6936,94.35
23114,Name6883,42.14
23115,Name6315,57.04
23116,Name1898,15.98
23117,Name7466,50.73
23118,Name8873,28.96
23119,Name6686,30.45
23120,Name3251,22.04
23121,Name8099,44.31
23122,Name750,48.66
23123,Name9620,25.89
23124,Name7531,68.54
23125,Name6983,27.51
23126,Name5853,62.34
23127,Name2902,61.34
23128,Name5298,24.67
23129,Name5746,25.45
23130,Name1445,51.11
23131,Name705,81.03
23132,Name8593,91.99
23133,Name9052,68.59
23134,Name7197,90.85
23135,Name1076,71.25
23136,Name2627,11.55
23137,Name8098,70.75
23138,Name6299,35.02
23139,Name5250,5.47
23140,Name7017,32.52
23141,Name2423,78.96
23142,Name4237,74.91
23143,Name1612,7.38
23144,Name5231,59.93
23145,Name4319,57.30
23146,Name1145,26.68
23147,Name5393,12.34
23148,Name3429,35.50
23149,Name7151,36.13
23150,Name5559,76.50
23151,Name2093,51.20
23152,Name2912,62.02
23153,Name748,49.43
23154,Name6262,96.76
23155,Name1860,58.01
23156,Name8792,81.74
23157,Name6325,26.83
23158,Name8772,59.04
23159,Name2034,99.85
23160,Name7827,35.29
23161,Name4327,1.10
23162,Name1342,7.73
23163,Name3416,59.52
23164,Name5079,5.62
23165,Name5668,26.22
23166,Name5070,0.83
23167,Name1357,39.57
23168,Name9926,35.67
23169,Name1943,83.04
23170,Name7724,61.70
23171,Name999,50.00
23172,Name4425,65.92
23173,Name5872,27.98
23174,Name901,44.10
23175,Name7292,46.64
23176,Name7160,86.19
23177,Name4048,31.88
23178,Name4977,79.61
23179,Name6786,86.23
23180,Name7385,22.81
23181,Name1577,69.80
23182,Name7160,24.66
23183,Name6855,98.57
23184,Name2572,77.01
23185,Name7261,83.95
23186,Name4107,38.29
23187,Name357,62.44
23188,Name9072,3.89
23189,Name5880,18.90
23190,Name4360,20.82
23191,Name654,35.79
23192,Name1654,33.30
23193,Name4275,56.83
23194,Name8734,9.54
23195,Name2553,83.94
23196,Name1244,18.27
23197,Name1039,87.29
23198,Name9049,26.69
23199,Name6894,80.50
23200,Name4285,84.49
23201,Name5236,75.75
23202,Name5151,85.13
23203,Name5548,12.52
23204,Name4924,1.09
23205,Name2156,35.51
23206,Name2961,92.96
23207,Name3388,95.00
23208,Name6984,2.57
23209,Name423,11.33
23210,Name3349,32.86
23211,Name2329,14.02
23212,Name4209,40.54
23213,Name2565,97.09
23214,Name4919,87.86
23215,Name7975,47.54
23216,Name5521,7.96
23217,Name115,97.96
23218,Name1176,12.21
23219,Name9221,15.58
23220,Name7503,56.81
23221,Name7707,13.87
23222,Name3141,13.07
23223,Name9336,47.82
23224,Name7878,69.49
23225,Name9284,39.88
23226,Name1762,83.30
23227,Name3630,17.17
23228,Name5643,65.65
23229,Name8154,14.90
23230,Name5976,62.74
23231,Name1700,18.65
23232,Name3332,49.62
23233,Name2499,83.96
23234,Name7505,69.85
23235,Name6012,97.85
23236,Name6444,70.24
23237,Name6214,97.71
23238,Name3003,39.35
23239,Name5095,83.57
23240,Name3707,67.52
23241,Name2161,44.59
23242,Name834,85.83
23243,Name3267,13.31
23244,Name6811,82.48
23245,Name4478,82.47
23246,Name2961,37.50
23247,Name665,72.82
23248,Name4669,71.34
23249,Name8522,6.75
23250,Name7960,6.26
23251,Name2701,95.46
23252,Name8067,79.16
23253,Name2123,4.31
23254,Name808,75.91
23255,Name4763,82.51
23256,Name2799,26.10
23257,Name8165,8.39
23258,Name5668,55.29
23259,Name1347,39.93
23260,Name1809,49.69
23261,Name240,89.47
23262,Name9655,99.11
23263,Name3097,62.93
23264,Name2919,35.91
23265,Name7952,12.83
23266,Name540,99.34
23267,Name116,0.38
23268,Name3238,90.50
23269,Name1723,24.57
23270,Name4866,83.26
23271,Name4313,63.24
23272,Name7597,28.42
23273,Name1112,25.66
23274,Name8645,69.23
23275,Name6859,2.01
23276,Name1361,45.77
23277,Name9841,77.16
23278,Name8161,65.30
23279,Name457,19.63
23280,Name9787,35.11
23281,Name9086,88.87
23282,Name3545,93.90
23283,Name2588,38.85
23284,Name2198,86.53
23285,Name9891,58.64
23286,Name7709,71.49
23287,Name2035,44.06
23288,Name254,4.18
23289,Name9521,97.50
23290,Name2434,8.30
23291,Name1701,31.46
23292,Name9194,58.63
23293,Name1678,37.51
23294,Name6451,50.04
23295,Name8907,49.38
23296,Name4787,82.20
23297,Name745,31.16
23298,Name7677,99.88
23299,Name6960,92.62
23300,Name5461,15.75
23301,Name5317,13.24
23302,Name3728,12.89
23303,Name6398,35.13
23304,Name1531,97.52
23305,Name7432,74.06
23306,Name8760,82.62
23307,Name7726,79.26
23308,Name160,86.33
23309,Name3608,46.44
23310,Name7843,64.03
23311,Name4340,56.14
23312,Name888,71.66
23313,Name2042,12.80
23314,Name7013,32.58
23315,Name9596,98.92
23316,Name645,2.47
23317,Name5856,11.81
23318,Name1455,36.40
23319,Name413,3.10
23320,Name5502,75.49
23321,Name3845,51.56
23322,Name4134,87.35
23323,Name2640,88.17
23324,Name8914,45.27
23325,Name3951,94.98
23326,Name4968,74.79
23327,Name4373,40.75
23328,Name9315,33.92
23329,Name8505,68.50
23330,Name928,0.75
23331,Name8987,89.27
23332,Name7911,34.09
23333,Name2419,93.64
23334,Name4897,90.88
23335,Name3091,75.24
23336,Name144,67.19
23337,Name7615,56.17
23338,Name7225,55.95
23339,Name6824,19.25
23340,Name8387,7.48
23341,Name8050,6.72
23342,Name3221,76.04
23343,Name852,57.59
23344,Name5902,37.66
23345,Name1260,41.98
23346,Name1434,73.31
23347,Name458,53.15
23348,Name3820,10.00
23349,Name7725,3.31
23350,Name2715,89.20
23351,Name7027,74.59
23352,Name6139,48.78
23353,Name142,72.30
23354,Name7006,4.39
23355,Name4960,30.09
23356,Name5045,13.42
23357,Name2112,55.60
23358,Name689,41.00
23359,Name4435,32.59
23360,Name7203,17.71
23361,Name3740,65.77
23362,Name2673,80.70
23363,Name4275,36.61
23364,Name934,61.09
23365,Name2574,96.31
23366,Name5682,70.59
23367,Name8978,3.17
23368,Name4280,14.75
23369,Name1672,97.74
23370,Name4658,84.77
23371,Name7172,27.88
23372,Name9144,31.76
23373,Name8168,22.41
23374,Name4304,59.12
23375,Name3671,72.00
23376,Name9899,30.91
23377,Name8751,68.49
23378,Name8851,31.58
23379,Name3601,11.74
23380,Name7622,73.96
23381,Name1702,12.39
23382,Name1420,42.94
23383,Name4291,14.91
23384,Name9969,0.53
23385,Name4566,33.00
23386,Name180,91.63
23387,Name1872,45.31
23388,Name5310,62.64
23389,Name5468,53.82
23390,Name2810,80.84
23391,Name9522,16.15
23392,Name8944,68.01
23393,Name8429,29.40
23394,Name2812,50.83
23395,Name3665,77.32
23396,Name495,78.65
23397,Name2629,92.49
23398,Name5007,92.48
23399,Name6841,45.07
23400,Name5136,46.72
23401,Name351,37.30
23402,Name8513,89.35
23403,Name4255,12.40
23404,Name6969,5.96
23405,Name7609,12.58
23406,Name8803,20.18
23407,Name4024,17.56
23408,Name5899,74.13
23409,Name8478,25.18
23410,Name5147,69.64
23411,Name4990,76.30
23412,Name593,84.02
23413,Name5032,40.57
23414,Name8863,72.84
23415,Name9608,88.11
23416,Name1789,20.21
23417,Name890,8.71
23418,Name662,53.93
23419,Name4093,22.27
23420,Name4619,41.04
23421,Name6079,32.56
23422,Name6160,89.51
23423,Name7500,47.70
23424,Name2405,55.55
23425,Name6058,38.96
23426,Name3246,23.69
23427,Name8228,40.65
23428,Name1230,69.68
23429,Name481,56.56
23430,Name4355,10.50
23431,Name5715,40.63
23432,Name4515,32.44
23433,Name2575,70.65
23434,Name6321,47.63
23435,Name4245,13.87
23436,Name5059,89.33
23437,Name9694,17.30
23438,Name5064,66.32
23439,Name3203,61.61
23440,Name3576,75.68
23441,Name7511,26.32
23442,Name384,40.05
23443,Name9037,99.04
23444,Name2887,68.43
23445,Name927,91.42
23446,Name2912,89.00
23447,Name1613,51.26
23448,Name1722,19.91
23449,Name3798,72.49
23450,Name143,69.77
23451,Name8195,19.87
23452,Name2453,56.42
23453,Name2294,45.75
23454,Name719,16.47
23455,Name7391,74.74
23456,Name7262,67.79
23457,Name3597,58.37
23458,Name9489,18.85
23459,Name1558,8.04
23460,Name6078,98.36
23461,Name9376,0.68
23462,Name4571,98.64
23463,Name7708,44.29
23464,Name9373,77.31
23465,Name1846,36.32
23466,Name1501,51.96
23467,Name9601,52.50
23468,Name146,75.05
23469,Name837,73.84
23470,Name75,23.59
23471,Name6484,31.34
23472,Name4976,17.30
23473,Name3508,86.76
23474,Name1837,40.56
23475,Name7786,92.27
23476,Name7397,28.37
23477,Name5813,97.55
23478,Name58,64.22
23479,Name2369,8.90
23480,Name1396,58.46
23481,Name5894,7.63
23482,Name890,91.28
23483,Name9661,25.62
23484,Name6891,95.51
23485,Name4684,45.61
23486,Name690,99.21
23487,Name4645,68.63
23488,Name2008,91.40
23489,Name7411,0.53
23490,Name1506,54.63
23491,Name6052,4.08
23492,Name3373,86.23
23493,Name2653,31.69
23494,Name2226,87.51
23495,Name5776,70.57
23496,Name6122,85.28
23497,Name9342,92.08
23498,Name163,39.68
23499,Name2368,35.95
23500,Name2834,94.84
23501,Name1657,52.55
23502,Name9625,73.26
23503,Name9847,6.06
23504,Name942,18.69
23505,Name626,69.68
23506,Name4270,30.42
23507,Name3280,38.35
23508,Name2823,43.14
23509,Name6264,44.97
23510,Name4233,66.88
23511,Name8653,86.77
23512,Name9096,30.01
23513,Name2134,85.93
23514,Name9701,92.93
23515,Name5432,51.54
23516,Name2344,1.50
23517,Name8909,4.72
23518,Name3062,89.55
23519,Name9132,13.99
23520,Name3341,46.57
23521,Name872,95.55
23522,Name6141,76.33
23523,Name377,62.87
23524,Name2261,33.82
23525,Name9157,80.29
23526,Name3605,81.02
23527,Name5787,33.48
23528,Name5575,60.97
23529,Name5988,32.46
23530,Name5998,47.56
23531,Name6862,80.49
23532,Name4654,56.79
23533,Name5191,2.58
23534,Name1629,55.74
23535,Name5529,41.11
23536,Name9966,29.14
23537,Name9053,12.72
23538,Name9263,57.86
23539,Name6571,49.96
23540,Name2408,95.95
23541,Name7300,44.63
23542,Name1514,48.89
23543,Name6766,74.51
23544,Name8161,67.06
23545,Name8785,61.93
23546,Name3755,19.12
23547,Name8575,18.04
23548,Name7575,59.69
23549,Name3558,22.83
23550,Name310,22.60
23551,Name8335,4.72
23552,Name9083,23.36
23553,Name4008,12.47
23554,Name2415,70.62
23555,Name8210,19.76
23556,Name4771,38.18
23557,Name1811,52.54
23558,Name9199,3.12
23559,Name8474,30.21
23560,Name3999,1.17
23561,Name3796,97.28
23562,Name9690,40.05
23563,Name6278,94.99
23564,Name2468,66.43
23565,Name6330,57.33
23566,Name5396,91.99
23567,Name4708,73.49
23568,Name9517,96.11
23569,Name5537,82.75
23570,Name9068,49.00
23571,Name2489,30.84
23572,Name6517,70.47
23573,Name7667,1.25
23574,Name5240,38.74
23575,Name5233,87.65
23576,Name2475,7.91
23577,Name7109,33.26
23578,Name5480,80.62
23579,Name7727,75.61
23580,Name277,41.42
23581,Name8690,68.44
23582,Name703,78.25
23583,Name8667,96.61
23584,Name7934,70.01
23585,Name1343,84.46
23586,Name1250,16.43
23587,Name2635,78.56
23588,Name1618,55.94
23589,Name2260,53.52
23590,Name6765,24.64
23591,Name2151,18.78
23592,Name5758,25.72
23593,Name5482,21.18
23594,Name2898,61.29
23595,Name2341,77.90
23596,Name2286,80.95
23597,Name8351,49.67
23598,Name8522,72.61
23599,Name1046,59.03
23600,Name4374,60.67
23601,Name2266,9.09
23602,Name5872,8.11
23603,Name1988,86.87
23604,Name5466,68.04
23605,Name7444,29.42
23606,Name4320,89.60
23607,Name8432,98.62
23608,Name5330,78.64
23609,Name8860,16.88
23610,Name5543,49.75
23611,Name8788,14.51
23612,Name9086,56.14
23613,Name1118,5.17
23614,Name9100,85.22
23615,Name5642,66.66
23616,Name5456,83.10
23617,Name8937,87.57
23618,Name7940,22.02
23619,Name8287,4.01
23620,Name6544,62.18
23621,Name6915,33.31
23622,Name9354,20.19
23623,Name8032,40.00
23624,Name6528,98.03
23625,Name9586,74.19
23626,Name4868,61.10
23627,Name8055,77.07
23628,Name6792,46.66
23629,Name9857,86.89
23630,Name6074,64.39
23631,Name8522,91.27
23632,Name8389,30.03
23633,Name260,45.27
23634,Name185,79.11
23635,Name2968,37.57
23636,Name2419,95.64
23637,Name1664,66.97
23638,Name3710,32.54
23639,Name8137,86.99
23640,Name6195,39.43
23641,Name9220,91.43
23642,Name1334,4.50
23643,Name8682,12.25
23644,Name3102,61.71
23645,Name2149,52.86
23646,Name2650,17.71
23647,Name410,28.99
23648,Name687,49.82
23649,Name9746,23.03
23650,Name2687,98.46
23651,Name8219,89.74
23652,Name5207,54.95
23653,Name4476,5.30
23654,Name1091,5.15
23655,Name2656,33.45
23656,Name3634,84.83
23657,Name3864,43.30
23658,Name907,44.65
23659,Name663,62.42
23660,Name1344,69.65
23661,Name2332,35.50
23662,Name2001,84.54
23663,Name2828,51.97
23664,Name8663,76.88
23665,Name7467,9.28
23666,Name5442,18.42
23667,Name7859,77.93
23668,Name5724,74.50
23669,Name8037,35.59
23670,Name6317,84.79
23671,Name5031,58.80
23672,Name8153,45.46
23673,Name7079,55.57
23674,Name2624,71.40
23675,Name300,69.00
23676,Name1552,82.93
23677,Name3140,33.45
23678,Name1572,34.66
23679,Name5957,57.40
23680,Name1542,92.03
23681,Name758,52.96
23682,Name9425,19.40
23683,Name8379,51.60
23684,Name4372,55.54
23685,Name1212,86.62
23686,Name1443,2.71
23687,Name2915,97.65
23688,Name7903,5.56
23689,Name2424,5.08
23690,Name2547,96.00
23691,Name8658,61.61
23692,Name6496,69.62
23693,Name941,65.72
23694,Name8234,92.48
23695,Name2600,43.19
23696,Name3143,15.82
23697,Name7850,52.37
23698,Name7271,29.26
23699,Name7775,40.71
23700,Name1312,19.46
23701,Name9871,98.72
23702,Name7082,63.09
23703,Name5431,85.06
23704,Name7840,72.15
23705,Name5330,52.33
23706,Name2721,17.20
23707,Name7879,80.92
23708,Name2849,88.20
23709,Name2438,51.67
23710,Name7543,11.57
23711,Name5209,64.60
23712,Name34,62.40
23713,Name7632,39.72
23714,Name2708,17.22
23715,Name2474,96.34
23716,Name3203,54.38
23717,Name3246,10.98
23718,Name71,91.04
23719,Name1845,44.38
23720,Name8868,21.11
23721,Name190,39.25
23722,Name6872,25.57
23723,Name2644,8.48
23724,Name6181,66.95
23725,Name399,5.76
23726,Name6961,49.12
23727,Name3259,51.14
23728,Name1585,6.64
23729,Name9647,6.36
23730,Name8980,7.05
23731,Name2504,9.10
23732,Name4541,39.00
23733,Name3081,66.74
23734,Name3888,52.12
23735,Name3395,9.33
23736,Name5924,54.92
23737,Name7698,9.43
23738,Name3157,39.52
23739,Name4374,1.31
23740,Name8253,74.49
23741,Name7431,60.39
23742,Name4334,14.81
23743,Name4209,88.04
23744,Name2637,42.42
23745,Name2062,38.67
23746,Name1814,65.43
23747,Name1621,15.76
23748,Name9999,52.72
23749,Name8367,63.67
23750,Name170,80.50
23751,Name3363,97.14
23752,Name667,12.04
23753,Name4757,33.32
23754,Name5766,91.25
23755,Name3896,54.48
23756,Name3355,52.97
23757,Name5038,55.87
23758,Name595,93.85
23759,Name3391,91.56
23760,Name8049,34.58
23761,Name3668,59.42
23762,Name5222,46.37
23763,Name2604,29.76
23764,Name1149,6.00
23765,Name2879,99.37
23766,Name7948,78.00
23767,Name6280,74.57
23768,Name3858,93.42
23769,Name161,45.74
23770,Name3864,6.10
23771,Name1030,39.71
23772,Name5872,10.39
23773,Name1764,60.86
23774,Name7126,68.68
23775,Name9897,32.43
23776,Name5877,92.44
23777,Name6506,94.56
23778,Name1281,97.50
23779,Name6136,56.12
23780,Name1174,49.96
23781,Name250,88.92
23782,Name5913,70.92
23783,Name471,83.68
23784,Name1298,96.24
23785,Name9227,28.24
23786,Name5145,43.52
23787,Name9483,92.92
23788,Name2238,93.42
23789,Name7591,12.18
23790,Name7612,89.02
23791,Name98,86.78
23792,Name6884,17.59
23793,Name2663,10.44
23794,Name3895,59.11
23795,Name5429,76.23
23796,Name6716,49.20
23797,Name6430,55.36
23798,Name1017,36.91
23799,Name7443,18.97
23800,Name6581,70.11
23801,Name9740,93.60
23802,Name1478,93.13
23803,Name19,48.89
23804,Name3862,87.46
23805,Name2936,87.61
23806,Name7595,64.87
23807,Name9454,18.81
23808,Name8006,3.58
23809,Name4482,91.27
23810,Name8659,11.88
23811,Name7646,13.12
23812,Name9314,26.75
23813,Name5979,19.41
23814,Name4864,38.99
23815,Name655,72.81
23816,Name6213,36.07
23817,Name7834,55.03
23818,Name1405,44.25
23819,Name4137,46.11
23820,Name3433,15.11
23821,Name7574,50.23
23822,Name2439,82.01
23823,Name9711,24.44
23824,Name6469,90.47
23825,Name4370,51.83
23826,Name8804,53.96
23827,Name5167,12.80
23828,Name3608,15.33
23829,Name6945,39.46
23830,Name323,28.71
23831,Name5215,91.02
23832,Name554,33.43
23833,Name5167,87.30
23834,Name4891,72.17
23835,Name5496,49.68
23836,Name3834,29.77
23837,Name3312,28.18
23838,Name9560,64.66
23839,Name6810,90.39
23840,Name8602,1.66
23841,Name4576,5.26
23842,Name9383,13.49
23843,Name3348,2.10
23844,Name8896,73.66
23845,Name4911,78.17
23846,Name842,5.71
23847,Name8390,5.19
23848,Name3374,84.95
23849,Name6208,12.48
23850,Name9742,9.49
23851,Name7869,65.51
23852,Name9290,25.77
23853,Name3925,18.34
23854,Name3105,34.91
23855,Name994,47.82
23856,Name96,16.04
23857,Name98,30.94
23858,Name9609,27.28
23859,Name2216,8.70
23860,Name3451,52.00
23861,Name2932,96.65
23862,Name200,45.70
23863,Name8904,33.74
23864,Name9627,95.31
23865,Name5861,67.45
23866,Name5283,96.09
23867,Name8674,43.75
23868,Name9945,11.54
23869,Name4343,27.63
23870,Name3113,43.54
23871,Name7211,24.93
23872,Name6159,53.02
23873,Name8129,12.37
23874,Name9112,41.47
23875,Name6934,53.74
23876,Name6619,15.74
23877,Name9073,2.63
23878,Name9875,33.94
23879,Name4712,68.40
23880,Name7259,23.37
23881,Name7255,35.80
23882,Name504,25.88
23883,Name5748,94.57
23884,Name2139,17.19
23885,Name5363,90.72
23886,Name1045,71.76
23887,Name7367,27.80
23888,Name2977,73.18
23889,Name4291,39.88
23890,Name4546,15.26
23891,Name8314,52.71
23892,Name6290,61.23
23893,Name3348,3.59
23894,Name4258,66.45
23895,Name4714,87.95
23896,Name9766,93.20
23897,Name1852,51.44
23898,Name8938,33.74
23899,Name2253,64.24
23900,Name8191,33.17
23901,Name5833,27.70
23902,Name7419,28.56
23903,Name9755,3.76
23904,Name1696,22.37
23905,Name4417,98.25
23906,Name4020,33.23
23907,Name3423,85.08
23908,Name6561,82.60
23909,Name8686,41.06
23910,Name1192,5.96
23911,Name3089,66.03
23912,Name2551,34.38
23913,Name6956,6.36
23914,Name7415,91.11
23915,Name1529,44.65
23916,Name73,1.40
23917,Name1337,30.36
23918,Name5968,93.32
23919,Name7147,66.53
23920,Name3429,71.89
23921,Name8801,83.96
23922,Name9371,57.44
23923,Name9393,18.18
23924,Name7161,73.74
23925,Name605,7.42
23926,Name6973,4.70
23927,Name9761,64.77
23928,Name1734,66.53
23929,Name9295,19.95
23930,Name3596,3.45
23931,Name7924,14.29
23932,Name3144,5.29
23933,Name8547,90.90
23934,Name5770,78.12
23935,Name3528,87.55
23936,Name5769,32.55
23937,Name1132,22.24
23938,Name9350,74.90
23939,Name6204,96.01
23940,Name4540,74.33
23941,Name9905,71.13
23942,Name3189,31.22
23943,Name6942,31.04
23944,Name3006,68.55
23945,Name9563,52.38
23946,Name4903,28.03
23947,Name6282,33.70
23948,Name1951,30.24
23949,Name2597,11.63
23950,Name9230,9.54
23951,Name920,82.66
23952,Name1127,45.29
23953,Name1672,78.56
23954,Name9073,21.49
23955,Name2170,28.39
23956,Name2860,93.91
23957,Name5961,61.76
23958,Name1222,63.30
23959,Name7642,37.23
23960,Name1688,97.62
23961,Name6937,69.34
23962,Name2053,55.37
23963,Name4181,43.48
23964,Name4895,91.11
23965,Name5504,59.26
23966,Name6481,54.46
23967,Name4413,48.56
23968,Name2583,76.20
23969,Name6142,84.78
23970,Name650,88.02
23971,Name4328,41.08
23972,Name953,73.04
23973,Name5926,90.87
23974,Name6069,34.05
23975,Name8873,33.14
23976,Name2845,48.33
23977,Name4464,90.67
23978,Name7044,22.68
23979,Name6273,37.90
23980,Name9003,48.00
23981,Name1411,52.72
23982,Name3209,39.48
23983,Name6940,28.23
23984,Name5203,68.52
23985,Name2516,24.58
23986,Name1342,39.40
23987,Name3041,72.37
23988,Name6262,65.43
23989,Name9942,10.00
23990,Name4408,43.31
23991,Name9391,1.02
23992,Name551,67.05
23993,Name7239,80.20
23994,Name3073,52.69
23995,Name8953,12.13
23996,Name7090,56.99
23997,Name3789,97.83
23998,Name3341,38.62
23999,Name4551,9.68
24000,Name3717,29.49
24001,Name4546,48.36
24002,Name5851,2.68
24003,Name129,26.73
24004,Name116,50.14
24005,Name8682,31.83
24006,Name6885,71.53
24007,Name9664,30.37
24008,Name607,61.91
24009,Name5159,59.38
24010,Name330,36.16
24011,Name3146,6.18
24012,Name2951,27.28
24013,Name4093,7.81
24014,Name960,28.86
24015,Name5538,87.27
24016,Name2806,54.69
24017,Name513,12.36
24018,Name8223,4.96
24019,Name7202,21.02
24020,Name3412,7.71
24021,Name9728,65.84
24022,Name7712,58.11
24023,Name6126,54.39
24024,Name7775,73.48
24025,Name3030,51.86
24026,Name9421,1.59
24027,Name3503,93.54
24028,Name3403,81.12
24029,Name581,73.05
24030,Name8249,38.08
24031,Name6128,39.99
24032,Name8959,17.70
24033,Name3238,61.97
24034,Name8263,66.86
24035,Name8977,83.88
24036,Name8889,19.33
24037,Name3640,44.47
24038,Name9488,31.42
24039,Name4509,14.83
24040,Name5408,96.52
24041,Name1788,91.77
24042,Name2646,40.25
24043,Name6066,87.62
24044,Name2624,38.14
24045,Name6850,69.00
24046,Name7389,35.21
24047,Name1430,5.91
24048,Name9387,77.69
24049,Name4538,4.17
24050,Name6817,82.56
24051,Name3592,93.72
24052,Name50,72.93
24053,Name4274,41.11
24054,Name9465,2.60
24055,Name7890,47.14
24056,Name3884,67.93
24057,Name7872,52.85
24058,Name2387,80.11
24059,Name8433,64.03
24060,Name4167,70.50
24061,Name3348,15.76
24062,Name1649,36.90
24063,Name6054,57.08
24064,Name9586,82.81
24065,Name6421,39.02
24066,Name5001,42.16
24067,Name3012,66.00
24068,Name4643,85.26
24069,Name4381,5.93
24070,Name7571,60.15
24071,Name9022,2.52
24072,Name9436,61.18
24073,Name3882,80.98
24074,Name9458,26.91
24075,Name7909,21.70
24076,Name3313,0.35
24077,Name5803,28.01
24078,Name6124,30.59
24079,Name5172,4.29
24080,Name5934,72.00
24081,Name2269,45.13
24082,Name9918,77.32
24083,Name64,25.26
24084,Name92,73.84
24085,Name6408,70.87
24086,Name7056,27.53
24087,Name9591,48.87
24088,Name3627,52.49
24089,Name5618,37.51
24090,Name5200,15.77
24091,Name11,30.97
24092,Name5905,36.08
24093,Name1431,19.07
24094,Name4211,38.45
24095,Name9427,85.87
24096,Name9561,3.03
24097,Name6618,38.90
24098,Name8093,35.89
24099,Name1479,22.45
24100,Name4271,37.91
24101,Name4052,99.92
24102,Name6393,70.88
24103,Name5183,17.32
24104,Name960,48.89
24105,Name2207,85.82
24106,Name123,41.64
24107,Name4495,41.56
24108,Name152,68.89
24109,Name2918,47.65
24110,Name5082,71.82
24111,Name5208,19.93
24112,Name9563,59.45
24113,Name5876,52.74
24114,Name1251,16.59
24115,Name2614,83.17
24116,Name9774,32.21
24117,Name4543,85.75
24118,Name257,68.83
24119,Name5033,86.21
24120,Name8982,93.53
24121,Name3672,78.50
24122,Name7520,62.08
24123,Name5915,48.66
24124,Name199,76.08
24125,Name2857,20.98
24126,Name760,50.77
24127,Name4837,24.21
24128,Name6480,14.26
24129,Name3123,1.88
24130,Name79,19.40
24131,Name6918,97.28
24132,Name6185,42.68
24133,Name9993,19.03
24134,Name5839,81.69
24135,Name7050,19.17
24136,Name2631,88.32
24137,Name4341,27.61
24138,Name7629,90.58
24139,Name443,40.01
24140,Name8831,2.66
24141,Name9887,93.06
24142,Name1619,88.40
24143,Name6238,32.94
24144,Name8479,52.93
24145,Name8589,34.88
24146,Name2397,92.70
24147,Name1189,85.49
24148,Name1987,98.05
24149,Name4882,81.53
24150,Name5783,82.04
24151,Name8980,99.34
24152,Name4540,99.31
24153,Name6382,65.40
24154,Name7872,23.86
24155,Name7627,72.08
24156,Name5459,17.58
24157,Name2423,21.68
24158,Name9247,64.46
24159,Name9399,65.02
24160,Name1379,83.57
24161,Name2282,87.69
24162,Name7819,82.83
24163,Name7021,3.44
24164,Name653,76.21
24165,Name6313,39.15
24166,Name2976,33.79
24167,Name9132,26.29
24168,Name5837,34.88
24169,Name4890,27.97
24170,Name8453,71.53
24171,Name9014,48.50
24172,Name4803,66.36
24173,Name609,72.73
24174,Name8834,37.93
24175,Name4659,22.68
24176,Name8405,87.04
24177,Name5138,86.28
24178,Name1606,17.13
24179,Name7674,68.86
24180,Name2632,89.51
24181,Name7838,36.08
24182,Name6927,31.90
24183,Name5429,67.56
24184,Name4486,12.08
24185,Name3904,19.24
24186,Name6218,81.37
24187,Name4023,98.55
24188,Name738,66.23
24189,Name1356,85.76
24190,Name7362,73.15
24191,Name85,25.12
24192,Name47,84.54
24193,Name636,67.53
24194,Name797,76.13
24195,Name583,22.31
24196,Name4887,57.81
24197,Name5983,16.29
24198,Name1353,39.84
24199,Name3698,81.62
24200,Name6703,51.31
24201,Name4024,37.68
24202,Name7741,78.73
24203,Name3163,79.02
24204,Name3472,15.62
24205,Name9752,39.21
24206,Name5235,79.11
24207,Name3026,6.20
24208,Name3385,25.70
24209,Name2128,13.62
24210,Name1612,35.92
24211,Name6928,57.05
24212,Name809,3.41
24213,Name6830,23.45
24214,Name9012,86.88
24215,Name263,54.01
24216,Name8450,64.60
24217,Name3898,73.17
24218,Name8252,63.28
24219,Name8092,47.29
24220,Name2447,14.24
24221,Name4724,79.07
24222,Name8653,86.55
24223,Name3980,30.70
24224,Name4143,24.62
24225,Name7189,19.57
24226,Name5745,86.41
24227,Name7233,78.68
24228,Name1058,26.70
24229,Name2648,55.57
24230,Name9925,12.34
24231,Name615,13.40
24232,Name6248,27.68
24233,Name6876,6.54
24234,Name19,31.52
24235,Name9639,78.80
24236,Name6162,15.31
24237,Name1792,99.70
24238,Name6500,12.38
24239,Name6999,8.25
24240,Name1704,96.77
24241,Name6755,39.02
24242,Name6489,56.46
24243,Name8116,79.88
24244,Name4674,46.62
24245,Name6702,75.32
24246,Name738,68.90
24247,Name8358,19.56
24248,Name7883,51.15
24249,Name2471,69.02
24250,Name5104,18.46
24251,Name1190,26.87
24252,Name1224,56.52
24253,Name1244,90.37
24254,Name2781,86.13
24255,Name5638,9.39
24256,Name1119,74.44
24257,Name3121,78.08
24258,Name5763,1.66
24259,Name310,41.10
24260,Name6363,14.88
24261,Name9247,2.53
24262,Name6833,22.10
24263,Name8023,39.81
24264,Name3140,90.88
24265,Name6802,44.24
24266,Name6977,76.76
24267,Name7942,47.97
24268,Name724,41.01
24269,Name7895,86.31
24270,Name2222,38.04
24271,Name9550,12.94
24272,Name9821,3.48
24273,Name6519,32.17
24274,Name1291,35.64
